"","GN","UnterGN","Quartal","Datum","Land","Wert","Verzeichnis","Signatur","Haupttyp","Untertyp","Zusatz","Herkunftsdatei"
"10277","12247",1,"12/02",2012-04-10,"Niederlande",6000,"GKV","0B001b14","0","B","001b14","Tracker"
"10278","12248",1,"12/02",2012-04-10,"China",641200,"GKV","3A001a2c","3","A","001a2c","Tracker"
"10279","12249",1,"12/02",2012-04-10,"Ungarn",198000,"GKV","2B201b","2","B","201b","Tracker"
"10280","12250",1,"12/02",2012-04-10,"Brasilien",816000,"GKV","5A002a1a","5","A","002a1a","Tracker"
"10281","12251",1,"12/02",2012-04-10,"Mexiko",151596,"GKV","7A103a","7","A","103a","Tracker"
"10282","12252",1,"12/02",2012-04-10,"Oman",25000,"GKV","4A003a","4","A","003a","Tracker"
"10283","12253",1,"12/02",2012-04-10,"Mexiko",6204,"GKV","6A002a3f","6","A","002a3f","Tracker"
"10284","12253",2,"12/02",2012-04-10,"Mexiko",7225,"GKV","6A002c1","6","A","002c1","Tracker"
"10285","12253",3,"12/02",2012-04-10,"Mexiko",23200,"GKV","6A002c1","6","A","002c1","Tracker"
"10286","12253",4,"12/02",2012-04-10,"Mexiko",19592,"GKV","6A002c1","6","A","002c1","Tracker"
"10287","12254",1,"12/02",2012-04-10,"Israel",182000,"GKV","2B201b1","2","B","201b1","Tracker"
"10288","12255",1,"12/02",2012-04-11,"USA",1450,"GKV","1B231a","1","B","231a","Tracker"
"10289","12255",2,"12/02",2012-04-11,"USA",3650,"GKV","1C235","1","C","235","Tracker"
"10290","12255",3,"12/02",2012-04-11,"USA",3200,"GKV","1B231b2","1","B","231b2","Tracker"
"10291","12256",1,"12/02",2012-04-11,"Iran",20274,"unbekannt","unbekannt","","","","Tracker"
"10292","12256",2,"12/02",2012-04-11,"Iran",2781,"unbekannt","unbekannt","","","","Tracker"
"10293","12257",1,"12/02",2012-04-11,"Brasilien",682,"5.1","5.1","1","","","Tracker"
"10294","12258",1,"12/02",2012-04-17,"Russland",60000,"GKV","2B201a","2","B","201a","Tracker"
"10295","12259",1,"12/02",2012-04-11,"Singapur",148340,"ML (GKV)","10c2","10","c2","","Tracker"
"10296","12260",1,"12/02",2012-04-11,"Russland",5220195,"ML (GKV)","10c2","10","c2","","Tracker"
"10297","12261",1,"12/02",2012-04-12,"Slowakei",47230,"GKV","6A002c1","6","A","002c1","Tracker"
"10298","12261",2,"12/02",2012-04-12,"Slowakei",96323,"GKV","6A002c1","6","A","002c1","Tracker"
"10299","12262",1,"12/02",2012-04-12,"Schweden",16900,"ML (GKV)","4c","4","c","","Tracker"
"10300","12263",1,"12/02",2012-04-12,"China",500413,"GKV","6A005a6b2","6","A","005a6b2","Tracker"
"10301","12264",1,"12/02",2012-04-12,"Russland",559964,"GKV","6A005a6b2","6","A","005a6b2","Tracker"
"10302","12265",1,"12/02",2012-04-12,"Taiwan",16000,"GKV","5A002a1a","5","A","002a1a","Tracker"
"10303","12266",1,"12/02",2012-04-12,"Vereinigte Arabische Emirate",44365,"ML (GKV)","1a","1","a","","Tracker"
"10304","12267",1,"12/02",2012-04-12,"China",182795,"GKV","2B201a1","2","B","201a1","Tracker"
"10305","12268",1,"12/02",2012-04-12,"China",346888,"GKV","2B201a1","2","B","201a1","Tracker"
"10306","12269",1,"12/02",2012-04-12,"China",200648,"GKV","2B201a1","2","B","201a1","Tracker"
"10307","12270",1,"12/02",2012-04-12,"China",265781,"GKV","2B201a1","2","B","201a1","Tracker"
"10308","12271",1,"12/02",2012-04-12,"China",520000,"GKV","2B201b1","2","B","201b1","Tracker"
"10309","12272",1,"12/02",2012-04-12,"China",83248,"GKV","5D001","5","D","001","Tracker"
"10310","12272",2,"12/02",2012-04-12,"China",1,"GKV","5D001","5","D","001","Tracker"
"10311","12273",1,"12/02",2012-04-12,"Taiwan",1850000,"GKV","2B001a","2","B","001a","Tracker"
"10312","12274",1,"12/02",2012-04-13,"Indonesien",522080,"GKV","6A005a6b2","6","A","005a6b2","Tracker"
"10313","12275",1,"12/02",2012-04-13,"Taiwan",4554,"GKV","2D002","2","D","002","Tracker"
"10314","12276",1,"12/02",2012-04-13,"Taiwan",2002,"GKV","2D002","2","D","002","Tracker"
"10315","12277",1,"12/02",2012-04-13,"Indonesien",8000,"GKV","5A002a1a","5","A","002a1a","Tracker"
"10316","12278",1,"12/02",2012-04-13,"Thailand",32335,"GKV","2B350g2","2","B","350g2","Tracker"
"10317","12279",1,"12/02",2012-04-13,"China",87580,"GKV","2B350g2","2","B","350g2","Tracker"
"10318","12280",1,"12/02",2012-04-13,"Thailand",3941,"GKV","2B350g2","2","B","350g2","Tracker"
"10319","12281",1,"12/02",2012-04-13,"Slowenien",60000,"ML (GKV)","15d","15","d","","Tracker"
"10320","12282",1,"12/02",2012-04-13,"Rumänien",11370,"GKV","6A002.c1","6","A","002c1","Tracker"
"10321","12283",1,"12/02",2012-04-13,"China",2000,"GKV","4E001a","4","E","001a","Tracker"
"10322","12284",1,"12/02",2012-04-13,"Indien",2000,"GKV","4E001a","4","E","001a","Tracker"
"10323","12285",1,"12/02",2012-04-13,"Taiwan",2000,"GKV","4E001a","4","E","001a","Tracker"
"10324","12286",1,"12/02",2012-04-13,"Indien",2000,"GKV","4E001a","4","E","001a","Tracker"
"10325","12287",1,"12/02",2012-04-16,"Deutschland",13950,"GKV","0B002g","0","B","002g","Tracker"
"10326","12288",1,"12/02",2012-04-16,"Indonesien",365831,"GKV","2B201a1|2B001b2","2","B","201a1","Tracker"
"10327","12289",1,"12/02",2012-04-16,"USA",20000,"GKV","0B001b14","0","B","001b14","Tracker"
"10328","12290",1,"12/02",2012-04-16,"Serbien",6000,"GKV","2B201a","2","B","201a","Tracker"
"10329","12291",1,"12/02",2012-04-16,"Weissrussland",14485,"ML (GKV)","1a","1","a","","Tracker"
"10330","12292",1,"12/02",2012-04-16,"Pakistan",5200,"GKV","5A002a1a","5","A","002a1a","Tracker"
"10331","12293",1,"12/02",2012-04-16,"Russland",724535,"GKV","2B201b1","2","B","201b1","Tracker"
"10332","12294",1,"12/02",2012-04-16,"China",493100,"GKV","2B201b1","2","B","201b1","Tracker"
"10333","12295",1,"12/02",2012-04-16,"China",660000,"GKV","2B201b1","2","B","201b1","Tracker"
"10334","12296",1,"12/02",2012-04-16,"Taiwan",130000,"GKV","2B201b1","2","B","201b1","Tracker"
"10335","12297",1,"12/02",2012-04-16,"Pakistan",11475,"GKV","5A002a1a","5","A","002a1a","Tracker"
"10336","12298",1,"12/02",2012-04-17,"Aserbaidschan",37500,"GKV","4A001a1","4","A","001a1","Tracker"
"10337","12299",1,"12/02",2012-04-17,"Turkmenistan",3345,"GKV","2B350g3","2","B","350g3","Tracker"
"10338","12300",1,"12/02",2012-04-17,"Indonesien",553000,"GKV","3A001a2c","3","A","001a2c","Tracker"
"10339","12301",1,"12/02",2012-04-17,"Hong Kong",39500,"GKV","3A001a2c","3","A","001a2c","Tracker"
"10340","12302",1,"12/02",2012-04-17,"Slowenien",247024,"GKV","2B001a","2","B","001a","Tracker"
"10341","12303",1,"12/02",2012-04-17,"Russland",318400,"GKV","2B201b","2","B","201b","Tracker"
"10342","12304",1,"12/02",2012-04-17,"Kroatien",368500,"GKV","2B001a","2","B","001a","Tracker"
"10343","12305",1,"12/02",2012-04-17,"Brasilien",480000,"GKV","5A002a1a","5","A","002a1a","Tracker"
"10344","12306",1,"12/02",2012-04-17,"Brasilien",240000,"GKV","5A002a1a","5","A","002a1a","Tracker"
"10345","12307",1,"12/02",2012-04-17,"Russland",881600,"GKV","2B120","2","B","120","Tracker"
"10346","12308",1,"12/02",2012-04-17,"Serbien",21600,"GKV","2B201a|2B001b","2","B","201a","Tracker"
"10347","12309",1,"12/02",2012-04-17,"Rumänien",522847,"GKV","2B201b1","2","B","201b1","Tracker"
"10348","12310",1,"12/02",2012-04-18,"Andorra",3500,"5.1","5.1","1","","","Tracker"
"10349","12310",2,"12/02",2012-04-18,"Andorra",2000,"5.1","5.1","1","","","Tracker"
"10350","12311",1,"12/02",2012-04-18,"Südafrika",19728,"GKV","2B350g2","2","B","350g2","Tracker"
"10351","12312",1,"12/02",2012-04-18,"China",2119390,"GKV","2B005d1","2","B","005d1","Tracker"
"10352","12313",1,"12/02",2012-04-20,"Indien",800000,"GKV","2B001a","2","B","001a","Tracker"
"10353","12314",1,"12/02",2012-04-18,"Indonesien",2850,"GKV","5A001f","5","A","001f","Tracker"
"10354","12315",1,"12/02",2012-04-19,"Indien",850000,"GKV","2B001.a","2","B","001a","Tracker"
"10355","12316",1,"12/02",2012-04-19,"Indien",300000,"GKV","2B201a|2B001b","2","B","201a","Tracker"
"10356","12317",1,"12/02",2012-04-20,"Indien",2745,"5.1","5.1","1","","","Tracker"
"10357","12318",1,"12/02",2012-04-20,"Brasilien",1032,"5.1","5.1","1","","","Tracker"
"10358","12319",1,"12/02",2012-04-20,"Israel",8185,"GKV","3A001a10c","3","A","001a10c","Tracker"
"10359","12320",1,"12/02",2012-04-20,"China",196810,"GKV","2B001d","2","B","001d","Tracker"
"10360","12321",1,"12/02",2012-04-23,"Deutschland",3300,"GKV","1C235","1","C","235","Tracker"
"10361","12321",2,"12/02",2012-04-23,"Deutschland",500,"GKV","1B231.b","1","B","231b","Tracker"
"10362","12322",1,"12/02",2012-04-23,"Hong Kong",269800,"GKV","3A001a2c","3","A","001a2c","Tracker"
"10363","12323",1,"12/02",2012-04-23,"China",317136,"GKV","2B201a1","2","B","201a1","Tracker"
"10364","12324",1,"12/02",2012-04-23,"China",5321250,"GKV","2B201a1","2","B","201a1","Tracker"
"10365","12325",1,"12/02",2012-04-23,"Russland",266299,"GKV","2B001a","2","B","001a","Tracker"
"10366","12326",1,"12/02",2012-04-24,"Brasilien",1232,"GKV","2B350g2","2","B","350g2","Tracker"
"10367","12326",2,"12/02",2012-04-24,"Brasilien",1186,"GKV","2B350g2","2","B","350g2","Tracker"
"10368","12327",1,"12/02",2012-04-24,"Hong Kong",19100,"GKV","3A001a2c","3","A","001a2c","Tracker"
"10369","12328",1,"12/02",2012-04-24,"Indien",4220,"GKV","2B350g2","2","B","350g2","Tracker"
"10370","12329",1,"12/02",2012-04-24,"Jordanien",34807,"GKV","2B350g2","2","B","350g2","Tracker"
"10371","12330",1,"12/02",2012-04-24,"Indonesien",7600,"GKV","1C235","1","C","235","Tracker"
"10372","12331",1,"12/02",2012-04-24,"Mongolei",715000,"GKV","5A001f","5","A","001f","Tracker"
"10373","12332",1,"12/02",2012-04-27,"Saudi-Arabien",1000000000,"ML (GKV)","10","10","","","Tracker"
"10374","12334",1,"12/02",2012-04-25,"China",151596,"GKV","7A103a","7","A","103a","Tracker"
"10375","12335",1,"12/02",2012-04-25,"China",363272,"GKV","2B201a1","2","B","201a1","Tracker"
"10376","12336",1,"12/02",2012-04-25,"Hong Kong",439200,"GKV","3A001a5a1","3","A","001a5a1","Tracker"
"10377","12337",1,"12/02",2012-04-25,"Saudi-Arabien",11370,"GKV","6A002c1","6","A","002c1","Tracker"
"10378","12339",1,"12/02",2012-04-26,"China",151596,"GKV","7A103a","7","A","103a","Tracker"
"10379","12340",1,"12/02",2012-04-26,"Eritrea",151596,"GKV","7A103a","7","A","103a","Tracker"
"10380","12341",1,"12/02",2012-04-26,"Indien",78000,"GKV","3A001g2","3","A","001g2","Tracker"
"10381","12341",2,"12/02",2012-04-26,"Indien",133488,"GKV","3A001g2","3","A","001g2","Tracker"
"10382","12342",1,"12/02",2012-04-26,"Russland",63764,"GKV","7B003a","7","B","003a","Tracker"
"10383","12343",1,"12/02",2012-04-26,"Indonesien",5000,"GKV","5A001f","5","A","001f","Tracker"
"10384","12344",1,"12/02",2012-04-30,"USA",1904456,"GKV","0B005","0","B","005","Tracker"
"10385","12345",1,"12/02",2012-04-27,"Russland",228000,"GKV","2B201b1","2","B","201b1","Tracker"
"10386","12346",1,"12/02",2012-04-27,"China",77850,"GKV","3A001a2c","3","A","001a2c","Tracker"
"10387","12347",1,"12/02",2012-04-27,"Südafrika",5032,"GKV","2B350g2","2","B","350g2","Tracker"
"10388","12347",2,"12/02",2012-04-27,"Südafrika",10507,"GKV","2B350.g2","2","B","350g2","Tracker"
"10389","12347",3,"12/02",2012-04-27,"Südafrika",2940,"GKV","2B350g2","2","B","350g2","Tracker"
"10390","12348",1,"12/02",2012-04-27,"Südafrika",24128,"GKV","2B350g2","2","B","350g2","Tracker"
"10391","12348",2,"12/02",2012-04-27,"Südafrika",17690,"GKV","2B350g2","2","B","350g2","Tracker"
"10392","12349",1,"12/02",2012-04-27,"Taiwan",8210,"GKV","2B350g2","2","B","350g2","Tracker"
"10393","12350",1,"12/02",2012-04-27,"China",175231,"GKV","2B201a1","2","B","201a1","Tracker"
"10394","12351",1,"12/02",2012-04-27,"China",175231,"GKV","2B201a1","2","B","201a1","Tracker"
"10395","12352",1,"12/02",2012-04-27,"China",175231,"GKV","2B201a1","2","B","201a1","Tracker"
"10396","12353",1,"12/02",2012-04-27,"China",175231,"GKV","2B201a1","2","B","201a1","Tracker"
"10397","12354",1,"12/02",2012-04-30,"Russland",21600,"ML (GKV)","1a","1","a","","Tracker"
"10398","12355",1,"12/02",2012-04-30,"Chile",107973,"GKV","5A002a1a","5","A","002a1a","Tracker"
"10399","12356",1,"12/02",2012-04-30,"Schweden",18050,"ML (GKV)","4c","4","c","","Tracker"
"10400","12357",1,"12/02",2012-04-30,"Russland",90266,"GKV","2B231","2","B","231","Tracker"
"10401","12358",1,"12/02",2012-04-30,"Mexiko",1000,"GKV","5A001f","5","A","001f","Tracker"
"10402","12359",1,"12/02",2012-04-30,"Myanmar",5800,"5.1","5.1","1","","","Tracker"
"10403","12360",1,"12/02",2012-04-30,"Estland",7611,"GKV","6A002c1","6","A","002c1","Tracker"
"10404","12360",2,"12/02",2012-04-30,"Estland",8093,"GKV","6A002a3f","6","A","002a3f","Tracker"
"10405","12361",1,"12/02",2012-04-30,"Brasilien",362500,"GKV","2B201b","2","B","201b","Tracker"
"10406","12362",1,"12/02",2012-05-01,"Malaysia",454000,"GKV","2B201b1|2B001c","2","B","201b1","Tracker"
"10407","12363",1,"12/02",2012-05-01,"Russland",365970,"GKV","2B201a|2B001b2","2","B","201a","Tracker"
"10408","12364",1,"12/02",2012-05-01,"Russland",503360,"GKV","2B201a1|2B001b2","2","B","201a1","Tracker"
"10409","12365",1,"12/02",2012-05-01,"Deutschland",43,"GKV","1C351d11","1","C","351d11","Tracker"
"10410","12366",1,"12/02",2012-05-01,"Grossbritannien",129,"GKV","1C351d11","1","C","351d11","Tracker"
"10411","12367",1,"12/02",2012-05-01,"Südkorea",1,"GKV","1C351d15","1","C","351d15","Tracker"
"10412","12368",1,"12/02",2012-05-01,"Südkorea",329,"GKV","1C351d11","1","C","351d11","Tracker"
"10413","12368",2,"12/02",2012-05-01,"Südkorea",329,"GKV","1C351d11","1","C","351d11","Tracker"
"10414","12369",1,"12/02",2012-05-01,"Hong Kong",774000,"GKV","3A001a2c","3","A","001a2c","Tracker"
"10415","12370",1,"12/02",2012-05-07,"China",105061,"GKV","7B003a","7","B","003a","Tracker"
"10416","12371",1,"12/02",2012-05-01,"Russland",100062,"GKV","2B001a","2","B","001a","Tracker"
"10417","12372",1,"12/02",2012-05-02,"Serbien",5280,"GKV","2B001b3","2","B","001b3","Tracker"
"10418","12373",1,"12/02",2012-05-03,"China",645300,"GKV","3A001a2c","3","A","001a2c","Tracker"
"10419","12374",1,"12/02",2012-05-03,"Russland",81000,"GKV","2B001a","2","B","001a","Tracker"
"10420","12375",1,"12/02",2012-05-03,"Peru",105000,"ML (GKV)","1a","1","a","","Tracker"
"10421","12376",1,"12/02",2012-05-04,"Brasilien",48000,"ML (GKV)","1a","1","a","","Tracker"
"10422","12377",1,"12/02",2012-05-03,"Chile",55176,"GKV","6A005a6b2","6","A","005a6b2","Tracker"
"10423","12378",1,"12/02",2012-05-03,"Malaysia",700300,"GKV","2B001a","2","B","001a","Tracker"
"10424","12379",1,"12/02",2012-05-03,"China",78508,"GKV","5D002c1","5","D","002c1","Tracker"
"10425","12380",1,"12/02",2012-05-03,"China",8488,"GKV","5D002c1","5","D","002c1","Tracker"
"10426","12381",1,"12/02",2012-05-04,"Russland",150000,"GKV","2B001a","2","B","001a","Tracker"
"10427","12382",1,"12/02",2012-05-04,"Russland",211460,"GKV","2B201b1","2","B","201b1","Tracker"
"10428","12383",1,"12/02",2012-05-04,"China",19000,"GKV","1C233","1","C","233","Tracker"
"10429","12384",1,"12/02",2012-05-04,"Russland",502905,"GKV","2B201a1","2","B","201a1","Tracker"
"10430","12385",1,"12/02",2012-05-04,"Singapur",4000,"GKV","1C231","1","C","231","Tracker"
"10431","12386",1,"12/02",2012-05-04,"Slowakei",174200,"GKV","2B201a1|2B001b1","2","B","201a1","Tracker"
"10432","12387",1,"12/02",2012-05-10,"Thailand",780890,"GKV","6A002a2a","6","A","002a2a","Tracker"
"10433","12388",1,"12/02",2012-05-04,"Israel",12000,"ML (GKV)","1d","1","d","","Tracker"
"10434","12389",1,"12/02",2012-05-04,"Pakistan",1250,"GKV","2B350g2","2","B","350g2","Tracker"
"10435","12390",1,"12/02",2012-05-04,"Saudi-Arabien",500000,"GKV","6A203.b3","6","A","203b3","Tracker"
"10436","12391",1,"12/02",2012-05-07,"Philippinen",60278,"ML (GKV)","7f1","7","f1","","Tracker"
"10437","12392",1,"12/02",2012-05-07,"Singapur",2000,"GKV","1C231","1","C","231","Tracker"
"10438","12393",1,"12/02",2012-05-07,"Hong Kong",126000,"GKV","3A001a5a1","3","A","001a5a1","Tracker"
"10439","12394",1,"12/02",2012-05-07,"China",263000,"GKV","2B001b1","2","B","001b1","Tracker"
"10440","12395",1,"12/02",2012-05-07,"China",466000,"GKV","2B201b1","2","B","201b1","Tracker"
"10441","12396",1,"12/02",2012-05-07,"China",486000,"GKV","2B001b1","2","B","001b1","Tracker"
"10442","12397",1,"12/02",2012-05-07,"Indien",445000,"GKV","2B352.b","2","B","352b","Tracker"
"10443","12398",1,"12/02",2012-05-07,"Russland",768243,"GKV","2B201a1|2B001b2","2","B","201a1","Tracker"
"10444","12399",1,"12/02",2012-05-07,"China",518090,"GKV","2B201a1|2B001b2","2","B","201a1","Tracker"
"10445","12400",1,"12/02",2012-05-07,"Indien",12334,"GKV","5D002c1","5","D","002c1","Tracker"
"10446","12401",1,"12/02",2012-05-07,"Chile",462590,"GKV","5A002a1a","5","A","002a1a","Tracker"
"10447","12402",1,"12/02",2012-05-07,"Russland",142384,"GKV","2B001a","2","B","001a","Tracker"
"10448","12403",1,"12/02",2012-05-07,"Russland",64740,"GKV","2B201a","2","B","201a","Tracker"
"10449","12404",1,"12/02",2012-05-07,"China",355000,"GKV","6A005a6b2","6","A","005a6b2","Tracker"
"10450","12405",1,"12/02",2012-05-07,"China",4160000,"GKV","2B001a","2","B","001a","Tracker"
"10451","12405",2,"12/02",2012-05-07,"China",1,"GKV","2B001a","2","B","001a","Tracker"
"10452","12406",1,"12/02",2012-05-07,"China",960000,"GKV","2B001a","2","B","001a","Tracker"
"10453","12407",1,"12/02",2012-05-07,"Russland",135000,"GKV","2B001a","2","B","001a","Tracker"
"10454","12408",1,"12/02",2012-05-07,"Russland",205000,"GKV","2B001a","2","B","001a","Tracker"
"10455","12409",1,"12/02",2012-05-08,"Libanon",74000,"GKV","5A001f","5","A","001f","Tracker"
"10456","12410",1,"12/02",2012-05-08,"Indien",48000,"GKV","5A002a1a","5","A","002a1a","Tracker"
"10457","12411",1,"12/02",2012-05-08,"China",1938000,"GKV","2B201a|2B001b","2","B","201a","Tracker"
"10458","12412",1,"12/02",2012-05-08,"China",2280000,"GKV","2B001a1|2B001b2","2","B","001a1","Tracker"
"10459","12413",1,"12/02",2012-05-08,"Brasilien",228097,"GKV","2B201a1|2B001b2","2","B","201a1","Tracker"
"10460","12414",1,"12/02",2012-05-07,"Brasilien",228097,"GKV","2B201a1|2B001b2","2","B","201a1","Tracker"
"10461","12415",1,"12/02",2012-05-08,"Russland",372125,"GKV","2B001a","2","B","001a","Tracker"
"10462","12416",1,"12/02",2012-05-08,"Russland",81000,"GKV","2B201a","2","B","201a","Tracker"
"10463","12417",1,"12/02",2012-05-08,"Russland",273754,"GKV","2B201b|2B001c","2","B","201b","Tracker"
"10464","12418",1,"12/02",2012-05-08,"Indien",34913,"GKV","2B350d5","2","B","350d5","Tracker"
"10465","12419",1,"12/02",2012-05-08,"Peru",5489,"GKV","6A002c1","6","A","002c1","Tracker"
"10466","12419",2,"12/02",2012-05-08,"Peru",18440,"GKV","6A002c1","6","A","002c1","Tracker"
"10467","12420",1,"12/02",2012-05-09,"Taiwan",56000,"GKV","5A002a1a","5","A","002a1a","Tracker"
"10468","12421",1,"12/02",2012-05-09,"Hong Kong",37300,"GKV","3A001a2c","3","A","001a2c","Tracker"
"10469","12422",1,"12/02",2012-05-09,"Hong Kong",539100,"GKV","3A001a2c","3","A","001a2c","Tracker"
"10470","12423",1,"12/02",2012-05-09,"Hong Kong",39600,"GKV","3A001a5a3","3","A","001a5a3","Tracker"
"10471","12424",1,"12/02",2012-05-09,"Peru",1085,"5.1","5.1","1","","","Tracker"
"10472","12425",1,"12/02",2012-05-10,"China",101530,"GKV","2B231","2","B","231","Tracker"
"10473","12426",1,"12/02",2012-05-09,"Kanada",1000,"5.1","5.1","1","","","Tracker"
"10474","12426",2,"12/02",2012-05-09,"Kanada",1000,"5.1","5.1","1","","","Tracker"
"10475","12427",1,"12/02",2012-05-09,"China",5321250,"GKV","2B201a1","2","B","201a1","Tracker"
"10476","12428",1,"12/02",2012-05-10,"Kroatien",26227,"ML (GKV)","10g","10","g","","Tracker"
"10477","12429",1,"12/02",2012-05-10,"Indien",2416,"ML (GKV)","1a","1","a","","Tracker"
"10478","12429",2,"12/02",2012-05-10,"Indien",2830,"ML (GKV)","1a","1","a","","Tracker"
"10479","12429",3,"12/02",2012-05-10,"Indien",2416,"ML (GKV)","1a","1","a","","Tracker"
"10480","12429",4,"12/02",2012-05-10,"Indien",3950,"ML (GKV)","1a","1","a","","Tracker"
"10481","12430",1,"12/02",2012-05-11,"Madagaskar",350,"5.1","5.1","1","","","Tracker"
"10482","12431",1,"12/02",2012-05-10,"Brasilien",59524,"ML (GKV)","14","14","","","Tracker"
"10483","12432",1,"12/02",2012-05-10,"China",252771,"GKV","2B350d5","2","B","350d5","Tracker"
"10484","12433",1,"12/02",2012-05-10,"Schweden",36506,"ML (GKV)","4c","4","c","","Tracker"
"10485","12434",1,"12/02",2012-05-11,"Jordanien",61840,"GKV","2B350i7","2","B","350i7","Tracker"
"10486","12435",1,"12/02",2012-05-11,"Jordanien",13472,"GKV","2B350i7","2","B","350i7","Tracker"
"10487","12436",1,"12/02",2012-05-11,"Thailand",658000,"GKV","2B352b","2","B","352b","Tracker"
"10488","12437",1,"12/02",2012-05-11,"Grossbritannien",65008,"GKV","3A001a10c","3","A","001a10c","Tracker"
"10489","12438",1,"12/02",2012-05-11,"Thailand",132000,"GKV","2B352b","2","B","352b","Tracker"
"10490","12439",1,"12/02",2012-05-11,"Chile",755957,"GKV","6A002c1","6","A","002c1","Tracker"
"10491","12439",2,"12/02",2012-05-11,"Chile",400901,"ML (GKV)","15d","15","d","","Tracker"
"10492","12440",1,"12/02",2012-05-11,"Israel",26000,"GKV","2B350c3","2","B","350c3","Tracker"
"10493","12440",2,"12/02",2012-05-11,"Israel",9773,"GKV","2B350g3","2","B","350g3","Tracker"
"10494","12440",3,"12/02",2012-05-11,"Israel",35030,"GKV","2B350d3","2","B","350d3","Tracker"
"10495","12441",1,"12/02",2012-05-11,"Argentinien",645000,"GKV","2B352b","2","B","352b","Tracker"
"10496","12442",1,"12/02",2012-06-27,"China",351778,"GKV","2B352b","2","B","352b","Tracker"
"10497","12443",1,"12/02",2012-05-11,"Slowenien",33000,"5.2","5.2","2","","","Tracker"
"10498","12443",2,"12/02",2012-05-11,"Slowenien",9000,"5.2","5.2","2","","","Tracker"
"10499","12444",1,"12/02",2012-05-11,"Peru",800000,"5.2","5.2","2","","","Tracker"
"10500","12445",1,"12/02",2012-05-11,"Saudi-Arabien",750000,"5.2","5.2","2","","","Tracker"
"10501","12446",1,"12/02",2012-05-11,"Taiwan",1900000,"GKV","2B001a","2","B","001a","Tracker"
"10502","12447",1,"12/02",2012-05-14,"China",460000,"GKV","2B201b1","2","B","201b1","Tracker"
"10503","12448",1,"12/02",2012-05-14,"Deutschland",130000,"GKV","2B352b","2","B","352b","Tracker"
"10504","12449",1,"12/02",2012-05-14,"China",645300,"GKV","3A001a2c","3","A","001a2c","Tracker"
"10505","12450",1,"12/02",2012-05-14,"China",103907,"GKV","6A005a6b2","6","A","005a6b2","Tracker"
"10506","12451",1,"12/02",2012-05-14,"Vietnam",125140,"GKV","2B201b1","2","B","201b1","Tracker"
"10507","12452",1,"12/02",2012-05-15,"Kroatien",514500,"GKV","2B001a","2","B","001a","Tracker"
"10508","12453",1,"12/02",2012-05-15,"China",576000,"GKV","2B201b1","2","B","201b1","Tracker"
"10509","12454",1,"12/02",2012-05-15,"Slowakei",10498,"5.1","5.1","1","","","Tracker"
"10510","12455",1,"12/02",2012-05-15,"Taiwan",91000,"GKV","5B001a","5","B","001a","Tracker"
"10511","12455",2,"12/02",2012-05-15,"Taiwan",950,"GKV","5B001a","5","B","001a","Tracker"
"10512","12456",1,"12/02",2012-05-15,"Thailand",287551,"GKV","2B201a1","2","B","201a1","Tracker"
"10513","12457",1,"12/02",2012-05-15,"Deutschland",51060,"GKV","0B002g","0","B","002g","Tracker"
"10514","12458",1,"12/02",2012-05-16,"China",743680,"GKV","2B201b","2","B","201b","Tracker"
"10515","12459",1,"12/02",2012-05-16,"Indien",9160,"GKV","3A228c","3","A","228c","Tracker"
"10516","12460",1,"12/02",2012-05-16,"China",445901,"GKV","2B352f","2","B","352f","Tracker"
"10517","12461",1,"12/02",2012-05-16,"Hong Kong",387000,"GKV","3A001a5a1","3","A","001a5a1","Tracker"
"10518","12462",1,"12/02",2012-05-16,"Indien",3306,"5.1","5.1","1","","","Tracker"
"10519","12463",1,"12/02",2012-05-16,"Guatemala",79838,"GKV","5D002c1","5","D","002c1","Tracker"
"10520","12464",1,"12/02",2012-05-16,"Mexiko",80000,"ML (GKV)","15","15","","","Tracker"
"10521","12464",2,"12/02",2012-05-16,"Mexiko",30000,"GKV","6A002c1","6","A","002c1","Tracker"
"10522","12465",1,"12/02",2012-05-16,"Bangladesh",8821,"GKV","6A002c1","6","A","002c1","Tracker"
"10523","12466",1,"12/02",2012-06-20,"Algerien",497000,"GKV","5A002a1a","5","A","002a1a","Tracker"
"10524","12467",1,"12/02",2012-05-18,"Ägypten",9269,"GKV","2B350g2","2","B","350g2","Tracker"
"10525","12468",1,"12/02",2012-05-18,"Taiwan",249780,"GKV","2B201a1","2","B","201a1","Tracker"
"10526","12469",1,"12/02",2012-05-21,"Russland",1919870,"GKV","2B201a|2B001b","2","B","201a","Tracker"
"10527","12470",1,"12/03",2012-09-12,"Neuseeland",1396,"ML (GKV)","1a","1","a","","Tracker"
"10528","12471",1,"12/02",2012-05-21,"Grossbritannien",190000,"ML (GKV)","10c","10","c","","Tracker"
"10529","12472",1,"12/02",2012-05-21,"Weissrussland",788135,"GKV","2B201a|2B001b","2","B","201a","Tracker"
"10530","12473",1,"12/02",2012-05-21,"Weissrussland",2442800,"GKV","2B201a1|2B001b","2","B","201a1","Tracker"
"10531","12474",1,"12/02",2012-05-21,"Weissrussland",1685083,"GKV","2B201a","2","B","201a","Tracker"
"10532","12475",1,"12/02",2012-05-21,"Weissrussland",917001,"GKV","2B201a2|2B001b2","2","B","201a2","Tracker"
